@RELATION "multilabel_instances_train: -C -3"
@ATTRIBUTE swords  NUMERIC
@ATTRIBUTE sf         NUMERIC
@ATTRIBUTE sdf      NUMERIC
@ATTRIBUTE scand      NUMERIC
@ATTRIBUTE mpos      NUMERIC
@ATTRIBUTE msent     NUMERIC
@ATTRIBUTE dwords     NUMERIC
@ATTRIBUTE dents    NUMERIC
@ATTRIBUTE Aclass        {0,1}
@ATTRIBUTE Bclass        {0,1}
@ATTRIBUTE Tclass        {0,1}

@DATA
3.0,2.0,3.0,1.0,0.12,286.0,552.0,18.0,1,1,1
3.0,2.0,3.0,1.0,0.0,283.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.02,283.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.89,303.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.66,179.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.61,152.0,552.0,18.0,1,1,0
2.0,7.0,1.0,1.0,0.6,73.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.49,210.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.4,136.0,552.0,18.0,1,1,1
2.0,1.0,1.0,1.0,0.04,283.0,552.0,18.0,1,1,1
3.0,1.0,3.0,1.0,0.0,260.0,188.0,2.0,1,1,1
2.0,6.0,0.0,2.0,0.06,260.0,188.0,2.0,1,1,1
2.0,6.0,0.0,2.0,0.41,138.0,188.0,2.0,1,1,0
2.0,1.0,0.0,1.0,0.99,128.0,552.0,18.0,0,1,0
2.0,1.0,0.0,0.0,0.32,116.0,552.0,18.0,0,1,0
2.0,2.0,0.0,3.0,0.82,213.0,552.0,18.0,0,1,0
2.0,2.0,0.0,3.0,0.75,106.0,552.0,18.0,0,1,0
2.0,1.0,0.0,0.0,0.98,128.0,552.0,18.0,0,1,0
2.0,1.0,0.0,2.0,0.93,303.0,552.0,18.0,0,1,0
3.0,2.0,3.0,1.0,0.12,286.0,552.0,18.0,1,1,1
3.0,2.0,3.0,1.0,0.0,283.0,552.0,18.0,1,1,1
2.0,2.0,0.0,1.0,0.12,286.0,552.0,18.0,0,1,0
2.0,2.0,0.0,1.0,0.0,283.0,552.0,18.0,0,1,0
2.0,7.0,1.0,1.0,0.02,283.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.89,303.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.66,179.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.61,152.0,552.0,18.0,1,1,0
2.0,7.0,1.0,1.0,0.6,73.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.49,210.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.4,136.0,552.0,18.0,1,1,1
2.0,7.0,0.0,1.0,0.02,283.0,552.0,18.0,0,1,0
2.0,1.0,0.0,0.0,0.01,283.0,552.0,18.0,0,1,0
1.0,1.0,1.0,1.0,0.55,102.0,552.0,18.0,0,1,1
2.0,1.0,1.0,1.0,0.04,283.0,552.0,18.0,1,1,1
3.0,1.0,3.0,1.0,0.0,260.0,188.0,2.0,1,1,1
2.0,1.0,0.0,1.0,0.0,260.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.5,180.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.02,260.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.1,260.0,188.0,2.0,0,1,0
2.0,1.0,0.0,1.0,0.61,180.0,188.0,2.0,0,1,0
2.0,1.0,0.0,5.0,0.58,188.0,85.0,0.0,0,1,0
2.0,1.0,0.0,0.0,0.28,188.0,85.0,0.0,0,1,0
2.0,1.0,0.0,1.0,0.14,73.0,85.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.55,215.0,369.0,11.0,0,1,0
3.0,2.0,0.0,1.0,0.19,111.0,787.0,0.0,0,0,1
3.0,1.0,1.0,1.0,0.19,284.0,369.0,11.0,0,0,1
1.0,3.0,0.0,2.0,0.37,196.0,787.0,0.0,0,0,1
2.0,1.0,1.0,1.0,0.76,117.0,65.0,3.0,1,1,1
1.0,3.0,0.0,2.0,0.73,180.0,787.0,0.0,0,0,1
3.0,1.0,0.0,66.0,0.55,170.0,411.0,0.0,1,1,1
3.0,1.0,0.0,58.0,0.55,170.0,411.0,0.0,1,1,1
2.0,1.0,0.0,2.0,0.04,217.0,483.0,9.0,1,1,1
2.0,2.0,8.0,3.0,0.09,112.0,281.0,0.0,1,1,1
1.0,2.0,0.0,3.0,0.26,118.0,655.0,0.0,0,0,1
3.0,1.0,0.0,5.0,0.1,23.0,281.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.58,199.0,211.0,6.0,1,1,1
1.0,1.0,0.0,0.0,0.17,67.0,787.0,0.0,0,0,1
3.0,1.0,0.0,3.0,0.41,219.0,211.0,6.0,0,1,1
