'-docstart- (43 pol03)','hiroshima','21','NULL','9.0','1.0','1.0','1.0','23.0','0.26','62.0','12.0','3.0'
'-docstart- (37 spo07)','san siro','54','NULL','8.0','2.0','1.0','1.0','5.0','0.74','73.0','11.0','3.0'
'-docstart- (32 spo02)','emirates','47','NULL','8.0','1.0','1.0','1.0','8.0','0.84','56.0','10.0','2.0'
'-docstart- (26 bus06)','apple','6','NULL','5.0','1.0','1.0','2.0','40.0','0.06','97.0','17.0','3.0'
'-docstart- (17 mus07)','grohl','27','NULL','5.0','1.0','1.0','1.0','1.0','0.25','110.0','20.0','3.0'
'-docstart- (28 bus08)','pixar','0','NULL','5.0','1.0','1.0','1.0','1.0','0.00','42.0','7.0','3.0'
'-docstart- (10 cel10)','mtv','68','NULL','3.0','1.0','1.0','1.0','64.0','0.81','84.0','15.0','5.0'
'-docstart- (17 mus07)','homme','20','NULL','5.0','1.0','1.0','1.0','3.0','0.18','110.0','20.0','3.0'
'-docstart- (34 spo04)','england','34','NULL','7.0','1.0','1.0','1.0','525.0','0.65','52.0','6.0','2.0'
'-docstart- (17 mus07)','caligula','69','NULL','8.0','1.0','1.0','0.0','10.0','0.63','110.0','20.0','3.0'
'-docstart- (42 pol02)','the times','12','NULL','9.0','2.0','1.0','1.0','23.0','0.16','76.0','15.0','4.0'
'-docstart- (44 pol04)','meinhof','48','NULL','7.0','1.0','1.0','1.0','3.0','0.51','77.0','14.0','4.0'
'-docstart- (21 bus01)','apple','44','NULL','5.0','1.0','1.0','2.0','40.0','0.37','118.0','20.0','3.0'
'-docstart- (14 mus04)','emp','18','NULL','3.0','1.0','1.0','1.0','14.0','0.14','132.0','20.0','5.0'
'-docstart- (45 pol05)','onassis','0','NULL','7.0','1.0','1.0','1.0','4.0','0.00','44.0','7.0','2.0'
'-docstart- (49 pol09)','jfk','42','NULL','3.0','1.0','1.0','1.0','12.0','0.91','46.0','8.0','3.0'
'-docstart- (9 cel09)','tapes','52','NULL','5.0','1.0','1.0','0.0','18.0','0.70','74.0','15.0','2.0'
'-docstart- (8 cel08)','husband','14','NULL','7.0','1.0','1.0','0.0','50.0','0.34','41.0','8.0','3.0'
'-docstart- (8 cel08)','vegas','35','NULL','5.0','1.0','1.0','1.0','25.0','0.85','41.0','8.0','3.0'
'-docstart- (49 pol09)','jfk','42','NULL','3.0','1.0','1.0','1.0','12.0','0.91','46.0','8.0','3.0'
'-docstart- (48 pol08)','province of greece','15','NULL','18.0','3.0','1.0','0.0','0.0','0.44','34.0','6.0','2.0'
'-docstart- (47 pol07)','neunkirchen','18','NULL','11.0','1.0','1.0','1.0','17.0','0.60','30.0','5.0','2.0'
'-docstart- (47 pol07)','erich','0','NULL','5.0','1.0','1.0','1.0','9.0','0.00','30.0','5.0','2.0'
'-docstart- (46 pol06)','first man on the moon','18','NULL','21.0','5.0','1.0','0.0','2.0','0.45','40.0','8.0','2.0'
'-docstart- (45 pol05)','onassis','0','NULL','7.0','1.0','1.0','1.0','4.0','0.00','44.0','7.0','2.0'
'-docstart- (45 pol05)','october 20','27','NULL','10.0','2.0','1.0','0.0','3.0','0.61','44.0','7.0','2.0'
'-docstart- (45 pol05)','kennedy','16','NULL','7.0','1.0','1.0','2.0','135.0','0.36','44.0','7.0','2.0'
'-docstart- (44 pol04)','raf','4','NULL','3.0','1.0','1.0','2.0','28.0','0.04','77.0','14.0','4.0'
'-docstart- (44 pol04)','meinhof','48','NULL','7.0','1.0','1.0','1.0','3.0','0.51','77.0','14.0','4.0'
'-docstart- (43 pol03)','second world','45','NULL','12.0','2.0','1.0','0.0','3.0','0.56','62.0','12.0','3.0'
'-docstart- (42 pol02)','euro','66','NULL','4.0','1.0','1.0','1.0','36.0','0.87','76.0','15.0','4.0'
'-docstart- (41 pol01)','watergate','21','NULL','9.0','1.0','1.0','1.0','12.0','0.24','89.0','13.0','4.0'
'-docstart- (41 pol01)','nixon resigned','0','NULL','14.0','2.0','1.0','0.0','0.0','0.00','89.0','13.0','4.0'
'-docstart- (40 spo10)','hertha','0','NULL','6.0','1.0','1.0','1.0','4.0','0.00','28.0','4.0','2.0'
'-docstart- (40 spo10)','dortmund','19','NULL','8.0','1.0','1.0','1.0','13.0','0.68','28.0','4.0','2.0'
'-docstart- (4 cel04)','tiger','0','NULL','5.0','1.0','1.0','2.0','100.0','0.00','23.0','5.0','2.0'
'-docstart- (39 spo09)','yabo','0','NULL','4.0','1.0','1.0','1.0','3.0','0.00','22.0','4.0','2.0'
'-docstart- (41 pol01)','ping-pong diplomacy','58','NULL','19.0','2.0','1.0','1.0','1.0','0.65','89.0','13.0','4.0'
'-docstart- (43 pol03)','enola gay','4','NULL','9.0','2.0','1.0','1.0','2.0','0.05','62.0','12.0','3.0'
'-docstart- (28 bus08)','pixar','0','NULL','5.0','1.0','1.0','1.0','1.0','0.00','42.0','7.0','3.0'
'-docstart- (46 pol06)','man on the moon','24','NULL','15.0','4.0','1.0','0.0','12.0','0.60','40.0','8.0','2.0'
'-docstart- (20 mus10)','mayall\'s','59','NULL','8.0','1.0','1.0','0.0','0.0','0.81','73.0','13.0','4.0'
'-docstart- (37 spo07)','san siro','64','NULL','8.0','2.0','1.0','1.0','5.0','0.88','73.0','11.0','3.0'
'-docstart- (19 mus09)','isle of wight festival','4','NULL','22.0','4.0','1.0','1.0','12.0','0.03','129.0','22.0','5.0'
'-docstart- (40 spo10)','dortmund','19','NULL','8.0','1.0','1.0','1.0','13.0','0.68','28.0','4.0','2.0'
'-docstart- (16 mus06)','american recordings','85','NULL','19.0','2.0','1.0','1.0','3.0','0.57','150.0','24.0','3.0'
'-docstart- (48 pol08)','macedonia','0','NULL','9.0','1.0','1.0','1.0','126.0','0.00','34.0','6.0','2.0'
'-docstart- (9 cel09)','the internet','61','NULL','12.0','2.0','1.0','0.0','5.0','0.82','74.0','15.0','2.0'
'-docstart- (5 cel05)','madonna','0','NULL','7.0','1.0','1.0','2.0','27.0','0.00','44.0','8.0','3.0'
'-docstart- (48 pol08)','greece','27','NULL','6.0','1.0','1.0','2.0','274.0','0.79','34.0','6.0','2.0'
'-docstart- (36 spo06)','red bull','19','NULL','8.0','2.0','1.0','1.0','12.0','0.68','28.0','4.0','2.0'
'-docstart- (46 pol06)','first man on the moon','18','NULL','21.0','5.0','1.0','0.0','2.0','0.45','40.0','8.0','2.0'
'-docstart- (17 mus07)','caligula','69','NULL','8.0','1.0','1.0','0.0','10.0','0.63','110.0','20.0','3.0'
'-docstart- (46 pol06)','armstrong','0','NULL','9.0','1.0','1.0','1.0','123.0','0.00','40.0','8.0','2.0'
'-docstart- (10 cel10)','mtv','68','NULL','3.0','1.0','1.0','1.0','64.0','0.81','84.0','15.0','5.0'
'-docstart- (6 cel06)','madonna','17','NULL','7.0','1.0','1.0','2.0','27.0','0.29','59.0','11.0','2.0'
'-docstart- (34 spo04)','hattrick','27','NULL','8.0','1.0','1.0','0.0','4.0','0.52','52.0','6.0','2.0'
'-docstart- (41 pol01)','watergate','21','NULL','9.0','1.0','1.0','1.0','12.0','0.24','89.0','13.0','4.0'
'-docstart- (10 cel10)','twitter','76','NULL','7.0','1.0','1.0','1.0','3.0','0.90','84.0','15.0','5.0'
'-docstart- (43 pol03)','second world war','45','NULL','16.0','3.0','1.0','1.0','53.0','0.56','62.0','12.0','3.0'
