'-docstart- (43 pol03)','hiroshima','21','NULL','9.0','1.0','1.0','1.0','23.0','0.26','62.0','12.0','3.0'
'-docstart- (37 spo07)','san siro','54','NULL','8.0','2.0','1.0','1.0','5.0','0.74','73.0','11.0','3.0'
'-docstart- (32 spo02)','emirates','47','NULL','8.0','1.0','1.0','1.0','8.0','0.84','56.0','10.0','2.0'
'-docstart- (26 bus06)','apple','6','NULL','5.0','1.0','1.0','2.0','40.0','0.06','97.0','17.0','3.0'
'-docstart- (17 mus07)','grohl','27','NULL','5.0','1.0','1.0','1.0','1.0','0.25','110.0','20.0','3.0'
'-docstart- (9 cel09)','tapes','52','NULL','5.0','1.0','1.0','0.0','18.0','0.70','74.0','15.0','2.0'
'-docstart- (8 cel08)','husband','14','NULL','7.0','1.0','1.0','0.0','50.0','0.34','41.0','8.0','3.0'
'-docstart- (8 cel08)','vegas','35','NULL','5.0','1.0','1.0','1.0','25.0','0.85','41.0','8.0','3.0'
'-docstart- (49 pol09)','jfk','42','NULL','3.0','1.0','1.0','1.0','12.0','0.91','46.0','8.0','3.0'
'-docstart- (48 pol08)','province of greece','15','NULL','18.0','3.0','1.0','0.0','0.0','0.44','34.0','6.0','2.0'
'-docstart- (47 pol07)','neunkirchen','18','NULL','11.0','1.0','1.0','1.0','17.0','0.60','30.0','5.0','2.0'
'-docstart- (47 pol07)','erich','0','NULL','5.0','1.0','1.0','1.0','9.0','0.00','30.0','5.0','2.0'
'-docstart- (41 pol01)','ping-pong diplomacy','58','NULL','19.0','2.0','1.0','1.0','1.0','0.65','89.0','13.0','4.0'
'-docstart- (43 pol03)','enola gay','4','NULL','9.0','2.0','1.0','1.0','2.0','0.05','62.0','12.0','3.0'
'-docstart- (28 bus08)','pixar','0','NULL','5.0','1.0','1.0','1.0','1.0','0.00','42.0','7.0','3.0'
'-docstart- (46 pol06)','man on the moon','24','NULL','15.0','4.0','1.0','0.0','12.0','0.60','40.0','8.0','2.0'
'-docstart- (20 mus10)','mayall\'s','59','NULL','8.0','1.0','1.0','0.0','0.0','0.81','73.0','13.0','4.0'
'-docstart- (37 spo07)','san siro','64','NULL','8.0','2.0','1.0','1.0','5.0','0.88','73.0','11.0','3.0'
'-docstart- (19 mus09)','isle of wight festival','4','NULL','22.0','4.0','1.0','1.0','12.0','0.03','129.0','22.0','5.0'
'-docstart- (40 spo10)','dortmund','19','NULL','8.0','1.0','1.0','1.0','13.0','0.68','28.0','4.0','2.0'
'-docstart- (16 mus06)','american recordings','85','NULL','19.0','2.0','1.0','1.0','3.0','0.57','150.0','24.0','3.0'
