@RELATION "oneclass_instances_R1_Amb_train"
@ATTRIBUTE docid        STRING
@ATTRIBUTE mention      STRING
@ATTRIBUTE offset       NUMERIC
@ATTRIBUTE link         STRING
@ATTRIBUTE swords  NUMERIC
@ATTRIBUTE sf         NUMERIC
@ATTRIBUTE sdf      NUMERIC
@ATTRIBUTE scand      NUMERIC
@ATTRIBUTE mpos      NUMERIC
@ATTRIBUTE msent     NUMERIC
@ATTRIBUTE dwords     NUMERIC
@ATTRIBUTE dents   NUMERIC
@ATTRIBUTE Class        {1}

@DATA
"-docstart- (999testa lebed)","maskhadov",461,"NULL",1.0,2.0,10.0,1.0,0.91,65.0,80.0,12.0,1
"-docstart- (999testa lebed)","khasavyurt",35,"NULL",1.0,1.0,2.0,2.0,0.07,215.0,80.0,12.0,1
"-docstart- (999testa lebed)","aslan maskhadov",139,"NULL",2.0,1.0,10.0,1.0,0.27,215.0,80.0,12.0,1
"-docstart- (999testa lebed)","alexander lebed",84,"NULL",2.0,1.0,16.0,1.0,0.17,215.0,80.0,12.0,1
"-docstart- (998testa yeltsin)","yastrzhembsky",921,"NULL",1.0,3.0,3.0,0.0,0.8,121.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","yastrzhembsky",555,"NULL",1.0,3.0,3.0,0.0,0.48,116.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","sergei yastrzhembsky",192,"NULL",2.0,1.0,3.0,1.0,0.17,174.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","naina yeltsin",595,"NULL",2.0,3.0,2.0,1.0,0.52,142.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","naina yeltsin",481,"NULL",2.0,3.0,2.0,1.0,0.42,116.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","naina yeltsin",224,"NULL",2.0,3.0,2.0,1.0,0.19,52.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","interfax",40,"NULL",1.0,2.0,14.0,1.0,0.03,49.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","interfax",154,"NULL",1.0,2.0,14.0,1.0,0.13,174.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","central clinical hospital",635,"NULL",3.0,1.0,2.0,1.0,0.55,142.0,189.0,27.0,1
"-docstart- (998testa yeltsin)","boris yeltsin",86,"NULL",2.0,1.0,18.0,1.0,0.07,174.0,189.0,27.0,1
"-docstart- (997testa polish)","slobodan milosevic",730,"NULL",2.0,1.0,2.0,1.0,0.64,120.0,172.0,24.0,1
"-docstart- (997testa polish)","dariusz rosati",89,"NULL",2.0,1.0,4.0,1.0,0.08,225.0,172.0,24.0,1
"-docstart- (996testa tajik)","sherbatov",664,"NULL",1.0,2.0,1.0,0.0,0.27,116.0,411.0,25.0,1
"-docstart- (996testa tajik)","pamir mountains",250,"NULL",2.0,1.0,0.0,1.0,0.1,235.0,411.0,25.0,1
"-docstart- (996testa tajik)","layron",772,"NULL",1.0,1.0,1.0,0.0,0.31,116.0,411.0,25.0,1
"-docstart- (995testa top)","sharetsky",879,"NULL",1.0,4.0,1.0,0.0,0.39,52.0,356.0,30.0,1
"-docstart- (995testa top)","sharetsky",629,"NULL",1.0,4.0,1.0,0.0,0.28,222.0,356.0,30.0,1
"-docstart- (995testa top)","sharetsky",1423,"NULL",1.0,4.0,1.0,0.0,0.63,181.0,356.0,30.0,1
"-docstart- (995testa top)","semyon sharetsky",259,"NULL",2.0,1.0,1.0,0.0,0.11,203.0,356.0,30.0,1
"-docstart- (995testa top)","alexander lukashenko",119,"NULL",2.0,1.0,1.0,1.0,0.05,179.0,356.0,30.0,1
"-docstart- (993testa ruling)","organisation for security and cooperation in europe",934,"NULL",7.0,1.0,9.0,1.0,0.69,184.0,211.0,20.0,1
"-docstart- (993testa ruling)","john kornblum",346,"NULL",2.0,1.0,2.0,1.0,0.26,177.0,211.0,20.0,1
"-docstart- (993testa ruling)","alija izetbegovic",440,"NULL",2.0,1.0,1.0,1.0,0.33,177.0,211.0,20.0,1
"-docstart- (992testa lebed)","maskhadov",620,"NULL",1.0,3.0,10.0,1.0,0.44,118.0,224.0,28.0,1
"-docstart- (992testa lebed)","maskhadov",453,"NULL",1.0,3.0,10.0,1.0,0.32,214.0,224.0,28.0,1
"-docstart- (992testa lebed)","khasavyurt",47,"NULL",1.0,1.0,2.0,2.0,0.03,233.0,224.0,28.0,1
"-docstart- (992testa lebed)","chechen republic",399,"NULL",2.0,1.0,1.0,2.0,0.29,214.0,224.0,28.0,1
"-docstart- (992testa lebed)","boris yeltsin",1156,"NULL",2.0,1.0,18.0,1.0,0.83,134.0,224.0,28.0,1
"-docstart- (992testa lebed)","aslan maskhadov",146,"NULL",2.0,1.0,10.0,1.0,0.1,233.0,224.0,28.0,1
"-docstart- (992testa lebed)","alexander lebed",96,"NULL",2.0,1.0,16.0,1.0,0.07,233.0,224.0,28.0,1
"-docstart- (991testa yeltsin)","itar-tass",1213,"NULL",1.0,1.0,8.0,2.0,0.72,168.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","interfax",342,"NULL",1.0,2.0,14.0,1.0,0.2,92.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","interfax",263,"NULL",1.0,2.0,14.0,1.0,0.16,237.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","chernomyrdin",358,"NULL",1.0,3.0,4.0,1.0,0.21,92.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","chernomyrdin",1526,"NULL",1.0,3.0,4.0,1.0,0.91,160.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","boris yeltsin",144,"NULL",2.0,1.0,18.0,1.0,0.09,237.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","aslan maskhadov",700,"NULL",2.0,1.0,10.0,1.0,0.42,190.0,275.0,38.0,1
"-docstart- (991testa yeltsin)","alexander lebed",220,"NULL",2.0,1.0,16.0,1.0,0.13,237.0,275.0,38.0,1
"-docstart- (990testa chad)","nagoum yamassoum",200,"NULL",2.0,1.0,1.0,1.0,0.24,228.0,128.0,5.0,1
"-docstart- (990testa chad)","n'djamena university",105,"NULL",2.0,1.0,1.0,0.0,0.12,228.0,128.0,5.0,1
"-docstart- (99 miss)","reuters",697,"NULL",1.0,2.0,111.0,5.0,0.25,147.0,491.0,37.0,1
"-docstart- (99 miss)","reuters",2423,"NULL",1.0,2.0,111.0,5.0,0.87,50.0,491.0,37.0,1
"-docstart- (99 miss)","nikki campbell",1430,"NULL",2.0,1.0,1.0,1.0,0.52,69.0,491.0,37.0,1
"-docstart- (99 miss)","martin brooks",2125,"NULL",2.0,1.0,1.0,1.0,0.77,138.0,491.0,37.0,1
"-docstart- (99 miss)","alicia machado",113,"NULL",2.0,1.0,1.0,1.0,0.04,203.0,491.0,37.0,1
"-docstart- (987testa soccer)","phil babb",244,"NULL",2.0,1.0,2.0,1.0,0.44,139.0,83.0,26.0,1
"-docstart- (987testa soccer)","ian harte",284,"NULL",2.0,1.0,4.0,1.0,0.52,139.0,83.0,26.0,1
"-docstart- (987testa soccer)","gary breen",211,"NULL",2.0,1.0,2.0,1.0,0.38,139.0,83.0,26.0,1
"-docstart- (986testa boxing-bruno)","world boxing council",329,"NULL",3.0,1.0,1.0,2.0,0.22,167.0,279.0,26.0,1
"-docstart- (986testa boxing-bruno)","wbc",352,"NULL",1.0,1.0,1.0,16.0,0.24,167.0,279.0,26.0,1
"-docstart- (986testa boxing-bruno)","oliver mccall",1105,"NULL",2.0,1.0,1.0,1.0,0.75,166.0,279.0,26.0,1
"-docstart- (986testa boxing-bruno)","mike tyson",367,"NULL",2.0,1.0,1.0,3.0,0.25,167.0,279.0,26.0,1
"-docstart- (986testa boxing-bruno)","frank bruno",91,"NULL",2.0,1.0,1.0,2.0,0.06,145.0,279.0,26.0,1
"-docstart- (986testa boxing-bruno)","david mcleod",784,"NULL",2.0,1.0,1.0,1.0,0.53,141.0,279.0,26.0,1
"-docstart- (985testa late)","u.s. treasury",1352,"NULL",2.0,1.0,6.0,3.0,0.5,210.0,436.0,41.0,1
"-docstart- (985testa late)","tokyo stock exchange",2176,"NULL",3.0,1.0,1.0,1.0,0.81,64.0,436.0,41.0,1
"-docstart- (985testa late)","nsw treasury",2355,"NULL",2.0,1.0,1.0,1.0,0.87,93.0,436.0,41.0,1
"-docstart- (985testa late)","matif",1005,"NULL",1.0,1.0,0.0,1.0,0.37,73.0,436.0,41.0,1
"-docstart- (985testa late)","kansai international airport",2632,"NULL",3.0,1.0,1.0,1.0,0.97,108.0,436.0,41.0,1
"-docstart- (985testa late)","kansai electric power",2606,"NULL",3.0,1.0,1.0,1.0,0.96,108.0,436.0,41.0,1
"-docstart- (985testa late)","dnib",2546,"NULL",1.0,2.0,1.0,0.0,0.94,50.0,436.0,41.0,1
"-docstart- (985testa late)","dnib",2448,"NULL",1.0,2.0,1.0,0.0,0.91,98.0,436.0,41.0,1
"-docstart- (982testa douglas)","new york stock exchange",329,"NULL",4.0,1.0,6.0,3.0,0.15,59.0,368.0,28.0,1
"-docstart- (982testa douglas)","mich.",59,"NULL",1.0,1.0,0.0,2.0,0.03,254.0,368.0,28.0,1
"-docstart- (982testa douglas)","johnson controls inc",659,"NULL",3.0,1.0,1.0,0.0,0.3,178.0,368.0,28.0,1
"-docstart- (982testa douglas)","james hoey",866,"NULL",2.0,1.0,1.0,3.0,0.4,208.0,368.0,28.0,1
"-docstart- (982testa douglas)","farmington hills",41,"NULL",2.0,1.0,1.0,3.0,0.02,24.0,368.0,28.0,1
"-docstart- (981testa u.s.)","napm",47,"NULL",1.0,3.0,1.0,0.0,0.02,48.0,487.0,34.0,1
"-docstart- (981testa u.s.)","napm",268,"NULL",1.0,3.0,1.0,0.0,0.09,253.0,487.0,34.0,1
"-docstart- (981testa u.s.)","lawrence lindsey",1984,"NULL",2.0,1.0,2.0,1.0,0.68,58.0,487.0,34.0,1
"-docstart- (981testa u.s.)","federal open market committee",1904,"NULL",4.0,1.0,2.0,1.0,0.65,174.0,487.0,34.0,1
"-docstart- (981testa u.s.)","alan greenspan",2227,"NULL",2.0,1.0,3.0,1.0,0.76,158.0,487.0,34.0,1
"-docstart- (98 turkish)","isbank",930,"NULL",1.0,1.0,1.0,1.0,0.73,80.0,210.0,9.0,1
