'-docstart- (999testa lebed)','maskhadov','461','NULL','9.0','1.0','2.0','10.0','1.0','0.91','65.0','80.0','12.0'
'-docstart- (999testa lebed)','khasavyurt','35','NULL','10.0','1.0','1.0','2.0','2.0','0.07','215.0','80.0','12.0'
'-docstart- (999testa lebed)','aslan maskhadov','139','NULL','15.0','2.0','1.0','10.0','1.0','0.27','215.0','80.0','12.0'
'-docstart- (999testa lebed)','alexander lebed','84','NULL','15.0','2.0','1.0','16.0','1.0','0.17','215.0','80.0','12.0'
'-docstart- (998testa yeltsin)','yastrzhembsky','921','NULL','13.0','1.0','3.0','3.0','0.0','0.80','121.0','189.0','27.0'
'-docstart- (998testa yeltsin)','yastrzhembsky','555','NULL','13.0','1.0','3.0','3.0','0.0','0.48','116.0','189.0','27.0'
'-docstart- (998testa yeltsin)','sergei yastrzhembsky','192','NULL','20.0','2.0','1.0','3.0','1.0','0.17','174.0','189.0','27.0'
'-docstart- (998testa yeltsin)','naina yeltsin','595','NULL','13.0','2.0','3.0','2.0','1.0','0.52','142.0','189.0','27.0'
'-docstart- (998testa yeltsin)','naina yeltsin','481','NULL','13.0','2.0','3.0','2.0','1.0','0.42','116.0','189.0','27.0'
'-docstart- (998testa yeltsin)','naina yeltsin','224','NULL','13.0','2.0','3.0','2.0','1.0','0.19','52.0','189.0','27.0'
'-docstart- (998testa yeltsin)','interfax','40','NULL','8.0','1.0','2.0','14.0','1.0','0.03','49.0','189.0','27.0'
'-docstart- (998testa yeltsin)','interfax','154','NULL','8.0','1.0','2.0','14.0','1.0','0.13','174.0','189.0','27.0'
'-docstart- (998testa yeltsin)','central clinical hospital','635','NULL','25.0','3.0','1.0','2.0','1.0','0.55','142.0','189.0','27.0'
'-docstart- (998testa yeltsin)','boris yeltsin','86','NULL','13.0','2.0','1.0','18.0','1.0','0.07','174.0','189.0','27.0'
'-docstart- (997testa polish)','slobodan milosevic','730','NULL','18.0','2.0','1.0','2.0','1.0','0.64','120.0','172.0','24.0'
'-docstart- (997testa polish)','dariusz rosati','89','NULL','14.0','2.0','1.0','4.0','1.0','0.08','225.0','172.0','24.0'
'-docstart- (996testa tajik)','sherbatov','664','NULL','9.0','1.0','2.0','1.0','0.0','0.27','116.0','411.0','25.0'
'-docstart- (996testa tajik)','pamir mountains','250','NULL','15.0','2.0','1.0','0.0','1.0','0.10','235.0','411.0','25.0'
'-docstart- (996testa tajik)','layron','772','NULL','6.0','1.0','1.0','1.0','0.0','0.31','116.0','411.0','25.0'
'-docstart- (995testa top)','sharetsky','879','NULL','9.0','1.0','4.0','1.0','0.0','0.39','52.0','356.0','30.0'
'-docstart- (995testa top)','sharetsky','629','NULL','9.0','1.0','4.0','1.0','0.0','0.28','222.0','356.0','30.0'
'-docstart- (995testa top)','sharetsky','1423','NULL','9.0','1.0','4.0','1.0','0.0','0.63','181.0','356.0','30.0'
'-docstart- (995testa top)','semyon sharetsky','259','NULL','16.0','2.0','1.0','1.0','0.0','0.11','203.0','356.0','30.0'
'-docstart- (995testa top)','alexander lukashenko','119','NULL','20.0','2.0','1.0','1.0','1.0','0.05','179.0','356.0','30.0'
'-docstart- (993testa ruling)','organisation for security and cooperation in europe','934','NULL','51.0','7.0','1.0','9.0','1.0','0.69','184.0','211.0','20.0'
'-docstart- (993testa ruling)','john kornblum','346','NULL','13.0','2.0','1.0','2.0','1.0','0.26','177.0','211.0','20.0'
'-docstart- (993testa ruling)','alija izetbegovic','440','NULL','17.0','2.0','1.0','1.0','1.0','0.33','177.0','211.0','20.0'
'-docstart- (992testa lebed)','maskhadov','620','NULL','9.0','1.0','3.0','10.0','1.0','0.44','118.0','224.0','28.0'
'-docstart- (992testa lebed)','maskhadov','453','NULL','9.0','1.0','3.0','10.0','1.0','0.32','214.0','224.0','28.0'
'-docstart- (992testa lebed)','khasavyurt','47','NULL','10.0','1.0','1.0','2.0','2.0','0.03','233.0','224.0','28.0'
'-docstart- (992testa lebed)','chechen republic','399','NULL','16.0','2.0','1.0','1.0','2.0','0.29','214.0','224.0','28.0'
'-docstart- (992testa lebed)','boris yeltsin','1156','NULL','13.0','2.0','1.0','18.0','1.0','0.83','134.0','224.0','28.0'
'-docstart- (992testa lebed)','aslan maskhadov','146','NULL','15.0','2.0','1.0','10.0','1.0','0.10','233.0','224.0','28.0'
'-docstart- (992testa lebed)','alexander lebed','96','NULL','15.0','2.0','1.0','16.0','1.0','0.07','233.0','224.0','28.0'
'-docstart- (991testa yeltsin)','itar-tass','1213','NULL','9.0','1.0','1.0','8.0','2.0','0.72','168.0','275.0','38.0'
'-docstart- (991testa yeltsin)','interfax','342','NULL','8.0','1.0','2.0','14.0','1.0','0.20','92.0','275.0','38.0'
'-docstart- (991testa yeltsin)','interfax','263','NULL','8.0','1.0','2.0','14.0','1.0','0.16','237.0','275.0','38.0'
